# Dd[Mpc] Ddt[Mpc]
643.924019 2130.952776
643.924019 2130.952776
639.102822 2130.741486
595.225386 2086.949488
595.225386 2086.949488
595.225386 2086.949488
593.196515 2086.389125
623.387748 2116.989548
623.387748 2116.989548
623.387748 2116.989548
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
592.404355 2068.283141
561.246846 2050.574805
561.246846 2050.574805
561.246846 2050.574805
561.246846 2050.574805
533.861613 2013.614419
533.861613 2013.614419
533.861613 2013.614419
562.938887 2068.961210
592.157847 2106.936225
592.157847 2106.936225
592.157847 2106.936225
559.733314 2068.030559
627.913023 2099.473430
688.395504 2130.026318
688.395504 2130.026318
688.243635 2113.360977
687.545743 2114.406845
687.545743 2114.406845
675.179354 2125.808308
675.179354 2125.808308
599.540614 2061.844700
684.426212 2138.754776
684.426212 2138.754776
667.612976 2138.166576
653.793944 2124.616113
627.871148 2105.461548
627.871148 2105.461548
627.871148 2105.461548
627.871148 2105.461548
627.871148 2105.461548
627.871148 2105.461548
638.143650 2101.334720
638.143650 2101.334720
697.287695 2112.539190
697.287695 2112.539190
717.430004 2167.790107
714.233093 2152.583964
652.419200 2112.262854
652.419200 2112.262854
652.419200 2112.262854
652.419200 2112.262854
652.419200 2112.262854
561.860418 2062.609058
570.990118 2066.061596
570.990118 2066.061596
605.561772 2074.840720
530.811959 1999.536075
530.811959 1999.536075
468.217055 1965.484171
468.217055 1965.484171
468.217055 1965.484171
468.217055 1965.484171
468.217055 1965.484171
468.217055 1965.484171
521.499789 2052.594667
523.943660 2052.767587
523.943660 2052.767587
523.943660 2052.767587
523.943660 2052.767587
523.943660 2052.767587
524.397573 2053.115968
524.397573 2053.115968
524.397573 2053.115968
524.397573 2053.115968
605.820862 2138.989437
605.820862 2138.989437
568.407455 2088.670809
568.407455 2088.670809
596.243046 2077.561176
596.243046 2077.561176
596.243046 2077.561176
596.243046 2077.561176
596.243046 2077.561176
591.615026 2078.202590
585.496925 2078.136820
605.112384 2075.241385
601.305694 2072.029846
601.305694 2072.029846
601.305694 2072.029846
601.305694 2072.029846
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
597.800359 2068.715362
592.747355 2062.244591
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
547.030064 2069.309041
530.956336 2055.673441
530.956336 2055.673441
530.956336 2055.673441
530.956336 2055.673441
548.622995 2071.717394
548.622995 2071.717394
548.622995 2071.717394
546.103712 2070.486637
546.103712 2070.486637
546.103712 2070.486637
546.103712 2070.486637
569.277496 2095.820754
549.074280 2069.410826
549.074280 2069.410826
549.074280 2069.410826
596.214251 2104.123166
596.214251 2104.123166
548.511344 2090.383739
548.511344 2090.383739
548.511344 2090.383739
548.511344 2090.383739
566.973211 2117.850551
566.973211 2117.850551
566.973211 2117.850551
572.795114 2133.602474
572.795114 2133.602474
537.168343 2112.077715
537.168343 2112.077715
537.168343 2112.077715
537.168343 2112.077715
537.168343 2112.077715
537.168343 2112.077715
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
529.377750 2101.111167
504.389568 2052.612203
504.389568 2052.612203
557.064869 2107.953676
557.064869 2107.953676
557.064869 2107.953676
557.064869 2107.953676
557.064869 2107.953676
557.064869 2107.953676
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
627.434733 2128.648815
615.356800 2119.487471
615.356800 2119.487471
638.346311 2138.643587
638.346311 2138.643587
664.981418 2117.852995
606.783771 2031.341591
606.783771 2031.341591
606.783771 2031.341591
597.147336 2021.147810
594.625578 2018.842811
594.625578 2018.842811
594.625578 2018.842811
648.923706 2089.266467
648.923706 2089.266467
648.923706 2089.266467
631.143873 2075.293105
619.796893 2066.240769
621.416570 2066.652543
621.416570 2066.652543
614.756288 1996.372104
667.017661 2036.888174
667.017661 2036.888174
667.017661 2036.888174
655.719896 2024.691323
655.719896 2024.691323
655.719896 2024.691323
655.719896 2024.691323
655.719896 2024.691323
655.719896 2024.691323
672.887747 2029.636789
650.108369 2001.843170
650.108369 2001.843170
650.108369 2001.843170
650.108369 2001.843170
650.108369 2001.843170
647.529344 2007.705745
647.529344 2007.705745
654.650105 1967.398084
634.238547 1940.061132
634.238547 1940.061132
634.238547 1940.061132
634.238547 1940.061132
634.238547 1940.061132
634.238547 1940.061132
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
626.635892 1941.646739
677.975798 1992.563745
677.975798 1992.563745
677.649805 1991.356214
667.035939 1952.957459
667.035939 1952.957459
659.954676 1916.156180
659.954676 1916.156180
659.954676 1916.156180
659.954676 1916.156180
627.182874 1856.304020
627.182874 1856.304020
627.182874 1856.304020
627.182874 1856.304020
640.147136 1870.536043
729.811983 2005.221659
729.811983 2005.221659
694.974494 1965.855715
691.860037 1999.500524
707.317124 1998.798345
707.317124 1998.798345
707.317124 1998.798345
729.285595 2019.382267
728.135184 2018.104529
728.135184 2018.104529
696.853028 1984.351229
698.772917 1987.186991
698.772917 1987.186991
698.392054 1985.185249
691.248491 1978.538530
661.044591 1957.236380
661.317456 1958.700474
661.317456 1958.700474
661.317456 1958.700474
661.317456 1958.700474
662.900704 1980.175430
666.014204 1985.274261
622.774029 1929.179184
622.774029 1929.179184
621.655887 1927.611647
621.655887 1927.611647
621.655887 1927.611647
663.867249 1969.985180
663.867249 1969.985180
743.092457 2054.843734
743.092457 2054.843734
743.092457 2054.843734
743.092457 2054.843734
743.092457 2054.843734
774.263592 2091.797772
774.263592 2091.797772
738.576315 2086.333883
738.576315 2086.333883
766.732847 2088.450093
766.732847 2088.450093
763.753971 2093.318645
764.806109 2089.348322
750.727997 2073.687074
736.627954 2014.613858
697.453775 1974.963075
697.453775 1974.963075
674.320917 1939.435502
674.320917 1939.435502
674.320917 1939.435502
733.292702 2057.325273
733.292702 2057.325273
695.077352 1955.697950
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
656.197286 1949.369183
664.703751 1977.149535
683.873209 2018.975514
680.736080 2022.954506
679.535384 2022.125379
679.535384 2022.125379
679.535384 2022.125379
694.394565 2081.565930
694.394565 2081.565930
750.425172 2151.735619
684.469253 2113.260206
676.492347 2123.720167
676.492347 2123.720167
676.492347 2123.720167
676.492347 2123.720167
676.492347 2123.720167
668.329594 2117.068612
668.329594 2117.068612
651.625846 2104.484589
641.004937 2102.474427
641.004937 2102.474427
641.004937 2102.474427
641.004937 2102.474427
641.004937 2102.474427
641.004937 2102.474427
659.538035 2107.019744
659.538035 2107.019744
659.538035 2107.019744
672.278113 2111.509351
672.278113 2111.509351
619.125011 2110.153050
619.125011 2110.153050
619.125011 2110.153050
619.125011 2110.153050
621.295593 2109.667250
621.295593 2109.667250
621.295593 2109.667250
682.023916 2089.694215
682.023916 2089.694215
643.873099 2110.132451
607.626275 2105.418122
607.626275 2105.418122
607.626275 2105.418122
607.626275 2105.418122
607.626275 2105.418122
712.440077 2185.145798
712.440077 2185.145798
646.886631 2154.583655
646.886631 2154.583655
646.886631 2154.583655
741.471064 2198.443608
741.609686 2201.416519
741.609686 2201.416519
741.609686 2201.416519
744.584881 2173.404205
629.342344 2063.561371
652.847861 2090.552755
652.847861 2090.552755
686.572380 2096.717350
679.375792 2099.687189
679.375792 2099.687189
679.375792 2099.687189
679.375792 2099.687189
679.375792 2099.687189
666.984647 2083.352071
666.984647 2083.352071
682.799827 2107.623322
682.799827 2107.623322
682.799827 2107.623322
682.799827 2107.623322
682.799827 2107.623322
682.799827 2107.623322
693.335751 2124.030780
695.269461 2090.021310
698.415218 2093.167903
698.415218 2093.167903
698.415218 2093.167903
695.932546 2106.932860
685.354991 2101.126346
687.760278 2099.338005
687.760278 2099.338005
693.833267 2109.312440
707.242960 2097.446233
667.329569 2026.112872
666.884396 2024.351481
674.182082 2034.844331
674.182082 2034.844331
674.182082 2034.844331
674.182082 2034.844331
674.182082 2034.844331
698.590457 2081.682606
698.590457 2081.682606
698.590457 2081.682606
698.590457 2081.682606
664.115477 2030.562887
644.868194 1977.760170
644.868194 1977.760170
727.825630 2053.107564
727.825630 2053.107564
671.851009 2016.017457
672.929935 2015.942427
672.929935 2015.942427
672.929935 2015.942427
665.965389 2004.511228
665.965389 2004.511228
665.965389 2004.511228
686.405717 2037.069946
693.660088 2044.228587
693.660088 2044.228587
673.768906 2024.740838
673.768906 2024.740838
673.768906 2024.740838
699.158557 2068.258805
699.158557 2068.258805
699.158557 2068.258805
696.744989 2065.742235
696.744989 2065.742235
711.629725 2083.002787
711.629725 2083.002787
760.595866 2089.491682
751.414286 2092.369557
729.492582 2084.494292
721.306496 2087.155469
721.306496 2087.155469
721.306496 2087.155469
734.540108 2126.317164
739.451080 2124.722493
739.451080 2124.722493
736.901070 2081.732456
736.901070 2081.732456
710.000097 2072.262276
710.000097 2072.262276
709.683504 2070.386623
744.776337 2055.236993
742.308152 2056.664604
742.308152 2056.664604
775.328996 2041.592761
803.229467 1997.818353
800.871306 2001.833299
800.871306 2001.833299
800.871306 2001.833299
797.693178 2012.121318
797.693178 2012.121318
801.522228 2062.015464
801.522228 2062.015464
801.522228 2062.015464
801.522228 2062.015464
801.522228 2062.015464
799.027344 2058.589383
802.408541 2070.681723
808.880721 2115.576549
825.702327 2117.946703
819.588442 2098.098133
819.588442 2098.098133
832.329142 2079.611310
832.329142 2079.611310
832.329142 2079.611310
